STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
566,-85.326389,34.993405,6,0,2495.0,318.0,1311.0,57.0,1026.0,115.0,266.0,128.0,51.0,63.0,28066.0,3622.0,221.0,98.0,424.0,93.0,384.0,91.0,320.0,121.0,18.0,23.0,766.0,406.0,0.0,48.0,27.0,31.0,0.0,12.0,0.0,17.0,28.0,36.0,33.0,15.0,10.7,4.9,3.5,4.1,28066.0,3622.0,11.5,4.7,17.0,3.5,15.4,3.1,12.8,4.6,1.8,2.3,30.7,15.8,0.0,2.0,2.1,2.4,0.0,2.6,0.0,1.7,2.7,3.4,1.3,0.6,0.3211,0.2698,0.3417,0.4046,1.3372,0.2906,0.5374,0.0924,0.2975,0.0438,0.9711,0.0473,0.6986,0.0,0.6986,0.3554,0.4956,0.0,0.0,0.3125,0.7256,1.5337,0.2068,4.5406,0.1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,86.0,6.9,3.4,1894.0
567,-85.352019,34.985923,5,0,1992.0,109.0,818.0,26.0,749.0,41.0,56.0,27.0,17.0,12.0,79645.0,7968.0,11.0,9.0,449.0,45.0,534.0,57.0,148.0,38.0,28.0,16.0,83.0,152.0,3.0,46.0,3.0,12.0,0.0,12.0,0.0,17.0,5.0,6.0,7.0,8.0,2.8,1.4,1.8,1.2,79645.0,7968.0,0.8,0.6,22.5,2.3,26.8,2.5,7.4,1.8,3.7,2.2,4.2,7.7,0.2,2.5,0.4,1.5,0.0,4.2,0.0,2.3,0.7,0.8,0.4,0.4,0.04,0.0696,0.0088,0.0162,0.1346,0.0068,0.8753,0.8227,0.0784,0.1463,1.9227,0.4165,0.1362,0.3749,0.5111,0.2603,0.3088,0.0,0.0,0.0658,0.6123,0.9869,0.0746,3.5553,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,1.0,0.7,1341.0
569,-85.353993,34.98456,4,0,1992.0,109.0,818.0,26.0,749.0,41.0,56.0,27.0,17.0,12.0,79645.0,7968.0,11.0,9.0,449.0,45.0,534.0,57.0,148.0,38.0,28.0,16.0,83.0,152.0,3.0,46.0,3.0,12.0,0.0,12.0,0.0,17.0,5.0,6.0,7.0,8.0,2.8,1.4,1.8,1.2,79645.0,7968.0,0.8,0.6,22.5,2.3,26.8,2.5,7.4,1.8,3.7,2.2,4.2,7.7,0.2,2.5,0.4,1.5,0.0,4.2,0.0,2.3,0.7,0.8,0.4,0.4,0.04,0.0696,0.0088,0.0162,0.1346,0.0068,0.8753,0.8227,0.0784,0.1463,1.9227,0.4165,0.1362,0.3749,0.5111,0.2603,0.3088,0.0,0.0,0.0658,0.6123,0.9869,0.0746,3.5553,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,1.0,0.7,1341.0
570,-85.354773,34.993101,5,0,1992.0,109.0,818.0,26.0,749.0,41.0,56.0,27.0,17.0,12.0,79645.0,7968.0,11.0,9.0,449.0,45.0,534.0,57.0,148.0,38.0,28.0,16.0,83.0,152.0,3.0,46.0,3.0,12.0,0.0,12.0,0.0,17.0,5.0,6.0,7.0,8.0,2.8,1.4,1.8,1.2,79645.0,7968.0,0.8,0.6,22.5,2.3,26.8,2.5,7.4,1.8,3.7,2.2,4.2,7.7,0.2,2.5,0.4,1.5,0.0,4.2,0.0,2.3,0.7,0.8,0.4,0.4,0.04,0.0696,0.0088,0.0162,0.1346,0.0068,0.8753,0.8227,0.0784,0.1463,1.9227,0.4165,0.1362,0.3749,0.5111,0.2603,0.3088,0.0,0.0,0.0658,0.6123,0.9869,0.0746,3.5553,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,1.0,0.7,1341.0
571,-85.385804,35.010183,6,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
572,-85.31911,35.016528,5,0,3792.0,595.0,1958.0,99.0,1593.0,154.0,1729.0,549.0,409.0,176.0,17951.0,6031.0,614.0,198.0,434.0,92.0,1178.0,371.0,903.0,209.0,386.0,122.0,3443.0,644.0,0.0,48.0,199.0,101.0,22.0,32.0,54.0,53.0,440.0,141.0,58.0,26.0,46.0,10.4,22.2,8.5,17951.0,6031.0,25.8,7.6,11.4,2.8,31.1,8.5,23.8,4.7,24.2,7.3,90.8,9.3,0.0,1.4,10.2,5.1,1.1,1.7,3.4,3.3,27.6,8.5,1.5,0.6,0.9661,0.9865,0.8602,0.9285,3.7413,0.9742,0.2252,0.9514,0.8864,0.9697,3.0327,0.9804,0.9339,0.0,0.9339,0.4909,0.7586,0.3232,0.7964,0.9708,0.7438,3.5928,0.9444,11.3007,0.9817,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,538.0,188.0,14.2,4.3,5799.0
573,-85.295429,35.106045,4,0,2732.0,286.0,1509.0,100.0,1380.0,125.0,556.0,192.0,107.0,57.0,24675.0,4030.0,86.0,65.0,322.0,98.0,544.0,204.0,254.0,98.0,128.0,74.0,454.0,394.0,0.0,48.0,291.0,111.0,0.0,12.0,8.0,17.0,60.0,52.0,16.0,7.0,20.4,6.7,7.0,3.7,24675.0,4030.0,4.5,3.4,11.8,3.7,19.9,7.2,9.3,3.7,9.3,5.4,16.6,14.3,0.0,1.9,19.3,7.3,0.0,2.3,0.6,1.2,4.3,3.8,0.6,0.2,0.6673,0.6464,0.5145,0.1288,1.957,0.4888,0.2428,0.3297,0.142,0.6049,1.3194,0.119,0.5266,0.0,0.5266,0.2717,0.8732,0.0,0.2886,0.4936,0.6473,2.3027,0.5024,6.1057,0.3166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,120.0,13.6,4.5,1909.0
574,-85.271216,35.122927,5,0,6390.0,604.0,2984.0,68.0,2698.0,177.0,517.0,217.0,257.0,157.0,30787.0,4347.0,342.0,155.0,1082.0,128.0,1232.0,285.0,817.0,227.0,279.0,131.0,1288.0,742.0,0.0,68.0,169.0,115.0,65.0,83.0,33.0,36.0,201.0,110.0,49.0,24.0,8.1,3.5,7.2,4.2,30787.0,4347.0,7.2,3.2,16.9,2.2,19.3,4.1,12.8,3.5,10.3,4.8,20.2,11.5,0.0,1.1,5.7,3.9,2.2,2.8,1.2,1.4,7.4,4.0,0.8,0.4,0.206,0.6714,0.26,0.2198,1.3572,0.2974,0.53,0.2738,0.2975,0.6682,1.7695,0.3306,0.5907,0.0,0.5907,0.3034,0.6487,0.4112,0.4511,0.7173,0.6844,2.9127,0.7525,6.6301,0.4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,190.0,5.4,3.0,3869.0
575,-85.277876,35.136368,7,0,2989.0,244.0,1444.0,99.0,1335.0,94.0,414.0,201.0,87.0,73.0,26943.0,3995.0,96.0,68.0,559.0,87.0,525.0,157.0,414.0,118.0,77.0,59.0,382.0,345.0,13.0,52.0,116.0,72.0,23.0,25.0,26.0,34.0,71.0,63.0,0.0,12.0,13.9,6.5,5.6,4.5,26943.0,3995.0,4.5,3.0,18.7,3.1,17.6,5.1,13.9,4.3,5.8,4.4,12.8,11.5,0.5,1.9,8.0,5.0,1.6,1.7,1.9,2.6,5.3,4.6,0.0,0.4,0.4485,0.5037,0.3896,0.1288,1.4706,0.3313,0.6467,0.1719,0.3698,0.323,1.5114,0.1913,0.4457,0.5185,0.9642,0.5111,0.7181,0.3726,0.5786,0.5844,0.0,2.2537,0.4875,6.1999,0.3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,158.0,8.9,5.0,1168.0
576,-85.324743,35.152968,7,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
577,-85.346,35.168018,5,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
578,-85.245432,35.11962,4,0,4516.0,570.0,2286.0,111.0,2051.0,175.0,992.0,462.0,119.0,93.0,29890.0,5609.0,263.0,135.0,909.0,145.0,845.0,267.0,832.0,247.0,206.0,136.0,1096.0,769.0,0.0,48.0,223.0,117.0,21.0,28.0,24.0,41.0,76.0,81.0,66.0,54.0,22.0,9.1,5.3,4.0,29890.0,5609.0,8.2,4.1,20.1,3.7,18.7,5.4,18.5,5.0,10.0,6.6,24.3,16.8,0.0,1.1,9.8,5.1,0.9,1.2,1.2,2.0,3.7,3.9,1.5,1.2,0.7168,0.4618,0.2917,0.2637,1.734,0.4087,0.7424,0.2387,0.6471,0.648,2.2762,0.6734,0.6365,0.0,0.6365,0.3277,0.7512,0.3076,0.4511,0.4332,0.7438,2.6869,0.6739,7.3336,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,171.0,5.2,3.8,5712.0
579,-85.245841,35.138734,7,0,7029.0,492.0,3076.0,108.0,2926.0,138.0,335.0,139.0,44.0,40.0,34069.0,3401.0,340.0,140.0,1669.0,251.0,1421.0,251.0,1378.0,343.0,193.0,94.0,940.0,630.0,28.0,71.0,328.0,130.0,53.0,49.0,30.0,37.0,197.0,105.0,152.0,91.0,4.8,2.1,1.3,1.2,34069.0,3401.0,6.5,2.7,23.7,3.8,20.2,3.3,19.8,4.7,6.6,3.2,13.4,8.9,0.4,1.1,10.7,4.2,1.7,1.6,1.0,1.3,6.7,3.5,2.2,1.3,0.1037,0.0385,0.1891,0.1989,0.5302,0.0835,0.9171,0.3581,0.7275,0.3931,2.3958,0.7471,0.4579,0.4774,0.9353,0.4916,0.7674,0.3774,0.4073,0.6861,0.7862,3.0244,0.7912,6.8857,0.4538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264.0,123.0,3.8,1.7,8785.0
580,-85.222533,35.167995,7,0,7029.0,492.0,3076.0,108.0,2926.0,138.0,335.0,139.0,44.0,40.0,34069.0,3401.0,340.0,140.0,1669.0,251.0,1421.0,251.0,1378.0,343.0,193.0,94.0,940.0,630.0,28.0,71.0,328.0,130.0,53.0,49.0,30.0,37.0,197.0,105.0,152.0,91.0,4.8,2.1,1.3,1.2,34069.0,3401.0,6.5,2.7,23.7,3.8,20.2,3.3,19.8,4.7,6.6,3.2,13.4,8.9,0.4,1.1,10.7,4.2,1.7,1.6,1.0,1.3,6.7,3.5,2.2,1.3,0.1037,0.0385,0.1891,0.1989,0.5302,0.0835,0.9171,0.3581,0.7275,0.3931,2.3958,0.7471,0.4579,0.4774,0.9353,0.4916,0.7674,0.3774,0.4073,0.6861,0.7862,3.0244,0.7912,6.8857,0.4538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264.0,123.0,3.8,1.7,8785.0
581,-85.228194,35.110085,4,0,6486.0,521.0,3113.0,95.0,2772.0,182.0,261.0,134.0,203.0,123.0,45360.0,6683.0,166.0,81.0,1745.0,264.0,1354.0,270.0,872.0,239.0,77.0,58.0,633.0,685.0,7.0,67.0,466.0,146.0,88.0,79.0,0.0,24.0,180.0,100.0,48.0,48.0,4.0,2.0,6.9,4.0,45360.0,6683.0,3.4,1.6,26.9,4.2,20.9,3.8,13.6,3.2,2.8,2.1,9.8,10.5,0.1,1.1,15.0,4.7,2.8,2.5,0.0,0.9,6.5,3.5,0.7,0.7,0.0799,0.6376,0.079,0.0904,0.8869,0.165,0.9757,0.4026,0.3516,0.0843,1.8142,0.3509,0.3621,0.3425,0.7046,0.3601,0.8341,0.437,0.0,0.6759,0.6669,2.6139,0.6427,6.0196,0.3037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,150.0,3.8,2.2,6811.0
582,-85.202485,35.116714,6,0,6486.0,521.0,3113.0,95.0,2772.0,182.0,261.0,134.0,203.0,123.0,45360.0,6683.0,166.0,81.0,1745.0,264.0,1354.0,270.0,872.0,239.0,77.0,58.0,633.0,685.0,7.0,67.0,466.0,146.0,88.0,79.0,0.0,24.0,180.0,100.0,48.0,48.0,4.0,2.0,6.9,4.0,45360.0,6683.0,3.4,1.6,26.9,4.2,20.9,3.8,13.6,3.2,2.8,2.1,9.8,10.5,0.1,1.1,15.0,4.7,2.8,2.5,0.0,0.9,6.5,3.5,0.7,0.7,0.0799,0.6376,0.079,0.0904,0.8869,0.165,0.9757,0.4026,0.3516,0.0843,1.8142,0.3509,0.3621,0.3425,0.7046,0.3601,0.8341,0.437,0.0,0.6759,0.6669,2.6139,0.6427,6.0196,0.3037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,150.0,3.8,2.2,6811.0
583,-85.188551,35.139501,6,0,6486.0,521.0,3113.0,95.0,2772.0,182.0,261.0,134.0,203.0,123.0,45360.0,6683.0,166.0,81.0,1745.0,264.0,1354.0,270.0,872.0,239.0,77.0,58.0,633.0,685.0,7.0,67.0,466.0,146.0,88.0,79.0,0.0,24.0,180.0,100.0,48.0,48.0,4.0,2.0,6.9,4.0,45360.0,6683.0,3.4,1.6,26.9,4.2,20.9,3.8,13.6,3.2,2.8,2.1,9.8,10.5,0.1,1.1,15.0,4.7,2.8,2.5,0.0,0.9,6.5,3.5,0.7,0.7,0.0799,0.6376,0.079,0.0904,0.8869,0.165,0.9757,0.4026,0.3516,0.0843,1.8142,0.3509,0.3621,0.3425,0.7046,0.3601,0.8341,0.437,0.0,0.6759,0.6669,2.6139,0.6427,6.0196,0.3037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,150.0,3.8,2.2,6811.0
584,-85.168224,35.172533,6,0,3835.0,316.0,1579.0,58.0,1524.0,66.0,272.0,183.0,121.0,94.0,45666.0,4566.0,203.0,111.0,662.0,65.0,644.0,179.0,379.0,124.0,88.0,60.0,197.0,435.0,0.0,48.0,102.0,36.0,33.0,42.0,0.0,17.0,21.0,21.0,16.0,8.0,7.1,4.6,5.5,4.0,45666.0,4566.0,6.8,3.7,17.3,2.1,16.8,4.5,9.9,2.9,5.8,3.9,5.1,11.3,0.0,1.3,6.5,2.3,2.1,2.6,0.0,1.1,1.4,1.4,0.4,0.2,0.1714,0.4929,0.0763,0.2077,0.9483,0.1799,0.5624,0.1308,0.1623,0.323,1.1785,0.0811,0.1666,0.0,0.1666,0.1099,0.6851,0.4031,0.0,0.1478,0.6123,1.8483,0.3071,4.1417,0.0829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,78.0,4.4,2.0,2805.0
585,-85.171609,35.189676,6,0,5332.0,348.0,2075.0,86.0,2037.0,96.0,283.0,127.0,123.0,63.0,27942.0,2556.0,389.0,117.0,939.0,154.0,1272.0,172.0,684.0,155.0,152.0,67.0,264.0,499.0,0.0,68.0,20.0,22.0,53.0,59.0,5.0,22.0,94.0,42.0,0.0,17.0,5.3,2.4,4.6,2.4,27942.0,2556.0,10.4,2.9,17.6,3.0,23.9,2.8,12.8,2.7,7.5,3.3,5.0,9.4,0.0,1.4,1.0,1.1,2.6,2.8,0.2,1.1,4.6,2.0,0.0,0.3,0.1165,0.3915,0.3498,0.3533,1.2111,0.2525,0.5786,0.6669,0.2975,0.4633,2.0063,0.4794,0.1625,0.0,0.1625,0.1065,0.3965,0.4289,0.2131,0.5268,0.0,1.5653,0.2142,4.9452,0.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,151.0,8.6,2.7,2431.0
586,-85.312547,35.039954,5,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
587,-85.311978,35.04578,3,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
588,-85.307716,35.046725,4,0,1954.0,203.0,1186.0,67.0,972.0,114.0,427.0,97.0,43.0,43.0,43077.0,9353.0,336.0,95.0,221.0,56.0,54.0,49.0,276.0,82.0,28.0,42.0,741.0,265.0,9.0,47.0,1023.0,92.0,0.0,12.0,21.0,23.0,295.0,74.0,617.0,152.0,30.9,6.5,5.1,4.9,43077.0,9353.0,20.2,5.0,11.3,3.1,2.8,2.5,20.0,5.6,2.9,4.4,37.9,13.0,0.5,2.4,86.3,6.1,0.0,2.9,2.2,2.4,30.3,6.4,31.6,7.1,0.8726,0.4456,0.0918,0.797,2.207,0.5648,0.2192,0.0135,0.737,0.0917,1.0614,0.0561,0.7485,0.5185,1.267,0.6811,0.9966,0.0,0.6352,0.9756,0.9764,3.5838,0.9417,8.1192,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,259.0,74.0,18.8,5.1,22233.0
589,-85.308977,35.030441,4,0,1384.0,163.0,817.0,31.0,713.0,56.0,271.0,107.0,26.0,22.0,43500.0,7096.0,144.0,46.0,199.0,53.0,179.0,72.0,218.0,60.0,35.0,28.0,559.0,206.0,33.0,54.0,256.0,47.0,0.0,12.0,13.0,13.0,160.0,45.0,0.0,12.0,19.6,7.1,2.8,2.4,43500.0,7096.0,13.5,4.1,14.4,4.0,12.9,5.0,15.8,4.2,4.9,4.0,40.4,14.1,2.5,4.1,31.3,5.6,0.0,4.2,1.8,1.9,22.4,6.2,0.0,0.9,0.6436,0.1799,0.0878,0.4801,1.3914,0.3062,0.3709,0.0533,0.4767,0.2475,1.1484,0.0717,0.764,0.8334,1.5974,0.8618,0.938,0.0,0.557,0.9532,0.0,2.4482,0.5675,6.5854,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,111.0,69.0,8.0,4.6,5798.0
591,-85.210094,35.229596,4,0,5326.0,454.0,2855.0,156.0,2442.0,217.0,676.0,269.0,42.0,39.0,26230.0,3578.0,431.0,152.0,1094.0,164.0,1097.0,265.0,1097.0,296.0,217.0,124.0,186.0,620.0,19.0,68.0,16.0,29.0,575.0,198.0,47.0,43.0,141.0,111.0,0.0,17.0,12.9,5.2,1.7,1.6,26230.0,3578.0,10.9,3.8,20.5,3.4,20.6,4.7,20.6,5.4,8.9,5.0,3.5,11.6,0.4,1.4,0.6,1.0,20.1,6.8,1.9,1.8,5.8,4.3,0.0,0.3,0.4072,0.0615,0.4186,0.381,1.2683,0.2668,0.766,0.3857,0.7654,0.5786,2.4957,0.812,0.1038,0.4774,0.5812,0.2994,0.3479,0.8089,0.5786,0.6203,0.0,2.3557,0.5247,6.7009,0.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,181.0,9.2,3.4,5012.0
592,-85.300136,35.048641,5,0,6563.0,639.0,1224.0,93.0,1022.0,113.0,966.0,285.0,189.0,102.0,16577.0,4990.0,104.0,65.0,193.0,78.0,122.0,51.0,477.0,233.0,6.0,19.0,1512.0,873.0,33.0,83.0,509.0,115.0,0.0,17.0,5.0,18.0,155.0,72.0,4483.0,572.0,42.8,9.3,6.2,3.2,16577.0,4990.0,7.8,5.5,2.9,1.2,1.9,0.8,7.3,3.3,0.6,1.9,23.0,13.1,0.5,1.3,41.6,8.9,0.0,2.8,0.5,1.8,15.2,7.2,68.3,5.6,0.9539,0.5727,0.9007,0.2454,2.6727,0.7155,0.0142,0.0115,0.0757,0.0182,0.1196,0.0041,0.6204,0.5185,1.1389,0.6264,0.9643,0.0,0.2616,0.9003,0.9912,3.1174,0.8237,7.0486,0.4755,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,695.0,188.0,10.7,2.8,15453.0
