STN_NUMBER,LONGITUDE,LATITUDE,POV_percentile,UNEMP_percentile,PCI_percentile,NOHSDP_percentile,AGE65_percentile,AGE17_percentile,DISABL_percentile,SNGPNT_percentile,MINRTY_percentile,LIMENG_percentile,MUNIT_percentile,MOBILE_percentile,CROWD_percentile,NOVEH_percentile,GROUPQ_percentile,POV_0.9,UNEMP_0.9,PCI_0.9,NOHSDP_0.9,AGE65_0.9,AGE17_0.9,DISABL_0.9,SNGPNT_0.9,MINRTY_0.9,LIMENG_0.9,MUNIT_0.9,MOBILE_0.9,CROWD_0.9,NOVEH_0.9,GROUPQ_0.9,POV_0.8,UNEMP_0.8,PCI_0.8,NOHSDP_0.8,AGE65_0.8,AGE17_0.8,DISABL_0.8,SNGPNT_0.8,MINRTY_0.8,LIMENG_0.8,MUNIT_0.8,MOBILE_0.8,CROWD_0.8,NOVEH_0.8,GROUPQ_0.8,POV_0.7,UNEMP_0.7,PCI_0.7,NOHSDP_0.7,AGE65_0.7,AGE17_0.7,DISABL_0.7,SNGPNT_0.7,MINRTY_0.7,LIMENG_0.7,MUNIT_0.7,MOBILE_0.7,CROWD_0.7,NOVEH_0.7,GROUPQ_0.7,POV_0.6,UNEMP_0.6,PCI_0.6,NOHSDP_0.6,AGE65_0.6,AGE17_0.6,DISABL_0.6,SNGPNT_0.6,MINRTY_0.6,LIMENG_0.6,MUNIT_0.6,MOBILE_0.6,CROWD_0.6,NOVEH_0.6,GROUPQ_0.6,POV_quartile,UNEMP_quartile,PCI_quartile,NOHSDP_quartile,AGE65_quartile,AGE17_quartile,DISABL_quartile,SNGPNT_quartile,MINRTY_quartile,LIMENG_quartile,MUNIT_quartile,MOBILE_quartile,CROWD_quartile,NOVEH_quartile,GROUPQ_quartile
61,-85.318146,35.081844,0.6673,0.6464,0.5145,0.1288,0.2428,0.3297,0.142,0.6049,0.5266,0.0,0.8732,0.0,0.2886,0.4936,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,2,0,0,1,0,2,2,0,3,0,1,1,2
62,-85.316914,35.08498,0.5901,0.1521,0.4193,0.5105,0.3223,0.1416,0.5112,0.559,0.4889,0.8449,0.7782,0.2331,0.4289,0.4936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,2,2,1,3,3,0,1,1,0
63,-85.278387,35.106451,0.5935,0.4037,0.1128,0.0769,0.3999,0.0964,0.2373,0.06,0.4525,0.7276,0.9042,0.2683,0.557,0.1363,0.7525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,1,2,3,1,2,0,3
64,-85.275463,35.10169,0.5935,0.4037,0.1128,0.0769,0.3999,0.0964,0.2373,0.06,0.4525,0.7276,0.9042,0.2683,0.557,0.1363,0.7525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,1,2,3,1,2,0,3
65,-85.271621,35.103756,0.206,0.6714,0.26,0.2198,0.53,0.2738,0.2975,0.6682,0.5907,0.0,0.6487,0.4112,0.4511,0.7173,0.6844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,2,1,1,2,2,0,2,1,1,2,2
66,-85.218741,35.084463,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
67,-85.214055,35.085354,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
68,-85.232455,35.074919,0.8266,0.9026,0.8352,0.6575,0.3621,0.6864,0.7093,0.8537,0.8766,0.3425,0.5408,0.5298,0.5974,0.8922,0.5111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,3,2,1,2,2,3,3,1,2,2,2,3,2
69,-85.205959,35.077026,0.7453,0.0852,0.7259,0.4531,0.8119,0.6163,0.9473,0.8004,0.9272,0.4774,0.4167,0.2514,0.3304,0.802,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,2,1,3,2,3,3,3,1,1,1,1,3,0
70,-85.192318,35.069904,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
71,-85.141374,35.063791,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
72,-85.290472,35.018587,0.9505,0.9567,0.8069,0.9831,0.12,0.9589,0.3834,0.8618,0.8773,0.8334,0.8071,0.0,0.9906,0.9634,0.5111,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,3,3,3,3,0,3,1,3,3,3,3,0,3,3,2
73,-85.093015,35.068071,0.2649,0.0162,0.3059,0.5442,0.5003,0.2468,0.6281,0.3169,0.6285,0.6278,0.9022,0.6728,0.4862,0.8508,0.9562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,2,2,0,2,1,2,2,3,2,1,3,3
74,-85.087419,35.080492,0.0447,0.1799,0.2181,0.0991,0.2401,0.8382,0.1677,0.151,0.5624,0.4255,0.0,0.4925,0.205,0.0929,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,0
76,-85.055179,35.088859,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
77,-85.037956,35.078079,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
79,-85.066196,35.062604,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
80,-85.069532,35.054476,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
81,-85.025654,35.027535,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
83,-84.989829,35.009758,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
85,-85.05876,34.995151,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
86,-85.086302,34.996643,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
87,-85.096447,34.990637,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
88,-85.102503,35.000357,0.0149,0.33,0.0824,0.122,0.4262,0.7667,0.1853,0.0566,0.5974,0.6628,0.0,0.2879,0.2886,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,2,2,0,1,1,0,0
89,-85.090679,35.00881,0.0149,0.33,0.0824,0.122,0.4262,0.7667,0.1853,0.0566,0.5974,0.6628,0.0,0.2879,0.2886,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,2,2,0,1,1,0,0
90,-85.093855,35.016538,0.0149,0.33,0.0824,0.122,0.4262,0.7667,0.1853,0.0566,0.5974,0.6628,0.0,0.2879,0.2886,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,2,2,0,1,1,0,0
91,-85.130958,35.00409,0.3245,0.5355,0.1708,0.3857,0.5705,0.1666,0.1271,0.4329,0.7323,0.8935,0.909,0.4485,0.6352,0.4522,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0,1,2,0,0,1,2,3,3,1,2,1,2
92,-85.148088,34.989203,0.3096,0.0926,0.1155,0.1679,0.2508,0.2569,0.2319,0.8409,0.7202,0.8806,0.9191,0.3076,0.7431,0.1363,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,3,2,3,3,1,2,0,0
93,-85.136109,35.031085,0.3245,0.5355,0.1708,0.3857,0.5705,0.1666,0.1271,0.4329,0.7323,0.8935,0.909,0.4485,0.6352,0.4522,0.7188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0,1,2,0,0,1,2,3,3,1,2,1,2
94,-85.136861,35.051455,0.2141,0.3212,0.2282,0.12,0.8577,0.2299,0.3191,0.1585,0.6069,0.4774,0.8301,0.2683,0.0,0.8407,0.7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,3,0,1,0,2,1,3,1,0,3,3
97,-85.215945,35.045866,0.4051,0.6849,0.4929,0.4949,0.6669,0.7633,0.4963,0.323,0.9042,0.5941,0.6581,0.0,0.3574,0.7044,0.5866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,1,1,2,3,1,1,3,2,2,0,1,2,2
98,-85.194564,35.032528,0.773,0.1623,0.4483,0.2454,0.1254,0.3722,0.4084,0.7916,0.7667,0.9231,0.9299,0.4783,0.0,0.4936,0.6473,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,0,0,1,1,3,3,3,3,1,0,1,2
99,-85.188133,35.028811,0.773,0.1623,0.4483,0.2454,0.1254,0.3722,0.4084,0.7916,0.7667,0.9231,0.9299,0.4783,0.0,0.4936,0.6473,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,0,0,1,1,3,3,3,3,1,0,1,2
100,-85.190085,35.018925,0.773,0.1623,0.4483,0.2454,0.1254,0.3722,0.4084,0.7916,0.7667,0.9231,0.9299,0.4783,0.0,0.4936,0.6473,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,0,0,1,1,3,3,3,3,1,0,1,2
101,-85.190303,34.987666,0.3808,0.3597,0.4564,0.2165,0.2562,0.7417,0.1907,0.8955,0.6669,0.0,0.8132,0.0,0.2131,0.6149,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,0,3,2,0,3,0,0,2,2
102,-85.211705,35.013332,0.502,0.4388,0.8015,0.4801,0.1888,0.8307,0.5112,0.5327,0.8395,0.9056,0.8247,0.0,0.8375,0.5058,0.6669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,2,1,3,1,0,3,2,2,3,3,3,0,3,2,2
103,-85.257958,35.029447,0.9675,0.8959,0.8791,0.851,0.0904,0.8449,0.5213,0.4835,0.8827,0.9454,0.3479,0.0,0.884,0.8942,0.7438,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,3,3,3,3,0,3,2,1,3,3,1,0,3,3,2
104,-85.270954,35.009365,0.9505,0.9567,0.8069,0.9831,0.12,0.9589,0.3834,0.8618,0.8773,0.8334,0.8071,0.0,0.9906,0.9634,0.5111,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,3,3,3,3,0,3,1,3,3,3,3,0,3,3,2
105,-85.287319,35.037998,0.857,0.7586,0.6192,0.3675,0.2846,0.0492,0.192,0.7134,0.8564,0.5941,0.6244,0.3537,0.2886,0.9437,0.8618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,3,3,2,1,1,0,0,2,3,2,2,1,1,3,3
106,-85.286889,35.040395,0.857,0.7586,0.6192,0.3675,0.2846,0.0492,0.192,0.7134,0.8564,0.5941,0.6244,0.3537,0.2886,0.9437,0.8618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,3,3,2,1,1,0,0,2,3,2,2,1,1,3,3
107,-85.28985,35.047491,0.8814,0.9932,0.9615,0.94,0.4262,0.4713,0.8999,0.9393,0.9481,0.0,0.5482,0.2331,0.0,0.9688,0.7923,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,3,3,3,3,1,1,3,3,3,0,2,0,0,3,3
108,-85.285711,35.054017,0.8266,0.9026,0.8352,0.6575,0.3621,0.6864,0.7093,0.8537,0.8766,0.3425,0.5408,0.5298,0.5974,0.8922,0.5111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,3,2,1,2,2,3,3,1,2,2,2,3,2
109,-85.307312,35.062511,0.206,0.4929,0.05,0.2077,0.3709,0.3189,0.0433,0.1908,0.2239,0.0,0.7647,0.0,0.3574,0.2292,0.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,2
110,-85.308977,35.060136,0.5901,0.0615,0.1762,0.2771,0.4214,0.0357,0.2272,0.298,0.702,0.3425,0.9555,0.0,0.2131,0.7614,0.9353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1,1,0,0,1,2,1,3,0,0,3,3
111,-85.2882,34.98708,0.9661,0.8668,0.9716,0.9987,0.0991,0.9683,0.4963,0.8537,0.8334,0.9831,0.0,0.2879,0.9973,0.7173,0.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,3,3,3,3,0,3,1,3,3,3,0,1,3,2,0
112,-85.325744,35.013165,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
113,-85.326665,35.014095,0.9661,0.9865,0.8602,0.9285,0.2252,0.9514,0.8864,0.9697,0.9339,0.0,0.7586,0.3232,0.7964,0.9708,0.7438,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,3,3,3,3,0,3,3,3,3,0,3,1,3,3,2
114,-85.337809,35.008298,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
115,-85.340947,34.990601,0.3211,0.2698,0.3417,0.4046,0.5374,0.0924,0.2975,0.0438,0.6986,0.0,0.4956,0.0,0.0,0.3125,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,0,1,0,0,1,2
116,-85.344575,34.987463,0.3211,0.2698,0.3417,0.4046,0.5374,0.0924,0.2975,0.0438,0.6986,0.0,0.4956,0.0,0.0,0.3125,0.7256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,0,1,0,0,1,2
117,-85.364906,35.024435,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
118,-85.372096,35.033599,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
120,-85.393965,35.016905,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
122,-85.466338,34.985195,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
123,-85.384526,35.016505,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
