STN_NUMBER,LONGITUDE,LATITUDE,POV_percentile,UNEMP_percentile,PCI_percentile,NOHSDP_percentile,AGE65_percentile,AGE17_percentile,DISABL_percentile,SNGPNT_percentile,MINRTY_percentile,LIMENG_percentile,MUNIT_percentile,MOBILE_percentile,CROWD_percentile,NOVEH_percentile,GROUPQ_percentile,POV_0.9,UNEMP_0.9,PCI_0.9,NOHSDP_0.9,AGE65_0.9,AGE17_0.9,DISABL_0.9,SNGPNT_0.9,MINRTY_0.9,LIMENG_0.9,MUNIT_0.9,MOBILE_0.9,CROWD_0.9,NOVEH_0.9,GROUPQ_0.9,POV_0.8,UNEMP_0.8,PCI_0.8,NOHSDP_0.8,AGE65_0.8,AGE17_0.8,DISABL_0.8,SNGPNT_0.8,MINRTY_0.8,LIMENG_0.8,MUNIT_0.8,MOBILE_0.8,CROWD_0.8,NOVEH_0.8,GROUPQ_0.8,POV_0.7,UNEMP_0.7,PCI_0.7,NOHSDP_0.7,AGE65_0.7,AGE17_0.7,DISABL_0.7,SNGPNT_0.7,MINRTY_0.7,LIMENG_0.7,MUNIT_0.7,MOBILE_0.7,CROWD_0.7,NOVEH_0.7,GROUPQ_0.7,POV_0.6,UNEMP_0.6,PCI_0.6,NOHSDP_0.6,AGE65_0.6,AGE17_0.6,DISABL_0.6,SNGPNT_0.6,MINRTY_0.6,LIMENG_0.6,MUNIT_0.6,MOBILE_0.6,CROWD_0.6,NOVEH_0.6,GROUPQ_0.6,POV_quartile,UNEMP_quartile,PCI_quartile,NOHSDP_quartile,AGE65_quartile,AGE17_quartile,DISABL_quartile,SNGPNT_quartile,MINRTY_quartile,LIMENG_quartile,MUNIT_quartile,MOBILE_quartile,CROWD_quartile,NOVEH_quartile,GROUPQ_quartile
313,-85.252388,35.099265,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
314,-85.250015,35.114364,0.7168,0.4618,0.2917,0.2637,0.7424,0.2387,0.6471,0.648,0.6365,0.0,0.7512,0.3076,0.4511,0.4332,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,2,0,2,2,2,0,3,1,1,1,2
316,-85.186572,35.247187,0.4072,0.0615,0.4186,0.381,0.766,0.3857,0.7654,0.5786,0.1038,0.4774,0.3479,0.8089,0.5786,0.6203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3,1,3,2,0,1,1,3,2,2,0
317,-85.021659,35.187645,0.0901,0.3915,0.3005,0.2771,0.5786,0.7782,0.2677,0.298,0.0789,0.0,0.0,0.5617,0.5448,0.0,0.7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,2,2,0,3
318,-85.242978,35.119025,0.7168,0.4618,0.2917,0.2637,0.7424,0.2387,0.6471,0.648,0.6365,0.0,0.7512,0.3076,0.4511,0.4332,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,2,0,2,2,2,0,3,1,1,1,2
319,-85.257823,35.052191,0.8076,0.9696,0.9548,0.998,0.7687,0.0276,0.9723,0.205,0.9447,0.5185,0.6784,0.4289,0.0,0.9736,0.7188,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,3,3,3,3,3,0,3,0,3,2,2,1,0,3,2
320,-85.335237,35.134438,0.0224,0.4111,0.0702,0.0297,0.9845,0.6669,0.1785,0.1463,0.031,0.4255,0.7316,0.0,0.0,0.541,0.8463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,2,0,0,0,1,2,0,0,2,3
321,-85.354797,35.115523,0.6436,0.6464,0.2167,0.4187,0.7458,0.3635,0.3881,0.2765,0.4558,0.0,0.6298,0.6009,0.7188,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,0,1,2,1,1,1,1,0,2,2,2,2,0
323,-85.290244,35.129239,0.4485,0.5037,0.3896,0.1288,0.6467,0.1719,0.3698,0.323,0.4457,0.5185,0.7181,0.3726,0.5786,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,0,1,1,1,2,2,1,2,2,0
324,-85.137674,35.058323,0.4858,0.0243,0.3228,0.3877,0.9474,0.0769,0.6471,0.5064,0.7856,0.7276,0.9056,0.4539,0.4511,0.6861,0.7687,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,0,2,2,3,2,3,1,1,2,3
325,-85.268312,35.056784,0.8076,0.9696,0.9548,0.998,0.7687,0.0276,0.9723,0.205,0.9447,0.5185,0.6784,0.4289,0.0,0.9736,0.7188,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,3,3,3,3,3,0,3,0,3,2,2,1,0,3,2
326,-85.273909,35.057587,0.8814,0.9932,0.9615,0.94,0.4262,0.4713,0.8999,0.9393,0.9481,0.0,0.5482,0.2331,0.0,0.9688,0.7923,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,3,3,3,3,1,1,3,3,3,0,2,0,0,3,3
328,-85.302962,35.052181,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
329,-85.306461,35.049041,0.8726,0.4456,0.0918,0.797,0.2192,0.0135,0.737,0.0917,0.7485,0.5185,0.9966,0.0,0.6352,0.9756,0.9764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,1,0,3,0,0,2,0,2,2,3,0,2,3,3
330,-85.348836,34.992126,0.04,0.0696,0.0088,0.0162,0.8753,0.8227,0.0784,0.1463,0.1362,0.3749,0.3088,0.0,0.0,0.0658,0.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,1,0,0,0,2
331,-85.287019,35.003924,0.9661,0.8668,0.9716,0.9987,0.0991,0.9683,0.4963,0.8537,0.8334,0.9831,0.0,0.2879,0.9973,0.7173,0.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,3,3,3,3,0,3,1,3,3,3,0,1,3,2,0
332,-85.252759,35.012556,0.4553,0.3509,0.5179,0.561,0.6318,0.793,0.336,0.497,0.6804,0.857,0.8078,0.2331,0.7815,0.3736,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,3,1,1,2,3,3,0,3,1,2
333,-85.257745,35.033987,0.8977,0.9425,0.865,0.7363,0.8921,0.6251,0.6004,0.9171,0.9211,0.0,0.8584,0.0,0.4073,0.9647,0.938,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,3,3,3,2,3,2,2,3,3,0,3,0,1,3,3
334,-85.181149,35.018342,0.773,0.1623,0.4483,0.2454,0.1254,0.3722,0.4084,0.7916,0.7667,0.9231,0.9299,0.4783,0.0,0.4936,0.6473,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,0,0,1,1,3,3,3,3,1,0,1,2
335,-85.248841,35.049025,0.3069,0.5727,0.2681,0.6015,0.7289,0.0674,0.4557,0.205,0.9171,0.0,0.4801,0.0,0.0,0.659,0.7586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,2,2,0,1,0,3,0,1,0,0,2,3
336,-85.162003,35.266182,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
337,-85.100805,35.140542,0.0447,0.1799,0.2181,0.0991,0.2401,0.8382,0.1677,0.151,0.5624,0.4255,0.0,0.4925,0.205,0.0929,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,0
338,-85.267348,35.075477,0.8266,0.9026,0.8352,0.6575,0.3621,0.6864,0.7093,0.8537,0.8766,0.3425,0.5408,0.5298,0.5974,0.8922,0.5111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,3,2,1,2,2,3,3,1,2,2,2,3,2
339,-85.301922,35.052249,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
340,-85.285944,35.033351,0.5684,0.2197,0.7515,0.5442,0.118,0.2913,0.762,0.4558,0.8307,0.9629,0.528,0.0,0.2886,0.4712,0.9434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,3,2,0,1,3,1,3,3,2,0,1,1,3
341,-85.264148,35.038288,0.8977,0.9425,0.865,0.7363,0.8921,0.6251,0.6004,0.9171,0.9211,0.0,0.8584,0.0,0.4073,0.9647,0.938,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,3,3,3,2,3,2,2,3,3,0,3,0,1,3,3
344,-85.055747,35.427059,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
345,-85.112629,35.350355,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
346,-85.019235,35.268124,0.2554,0.3212,0.3065,0.6244,0.6561,0.261,0.6173,0.6049,0.3028,0.3749,0.3277,0.7832,0.4289,0.1607,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,2,2,1,1,1,3,1,0,2
347,-85.179051,35.256231,0.4072,0.0615,0.4186,0.381,0.766,0.3857,0.7654,0.5786,0.1038,0.4774,0.3479,0.8089,0.5786,0.6203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3,1,3,2,0,1,1,3,2,2,0
349,-85.077566,35.20721,0.3916,0.3915,0.2255,0.4531,0.4376,0.4767,0.4226,0.0762,0.3729,0.7397,0.4235,0.5434,0.2886,0.2441,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,2,1,2,1,0,2
350,-85.048501,35.058141,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
351,-85.351927,35.152887,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
352,-85.375738,35.018704,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
353,-85.290261,35.025017,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
354,-85.247167,35.072015,0.8266,0.9026,0.8352,0.6575,0.3621,0.6864,0.7093,0.8537,0.8766,0.3425,0.5408,0.5298,0.5974,0.8922,0.5111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,3,2,1,2,2,3,3,1,2,2,2,3,2
356,-85.301883,35.06012,0.206,0.4929,0.05,0.2077,0.3709,0.3189,0.0433,0.1908,0.2239,0.0,0.7647,0.0,0.3574,0.2292,0.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,2
357,-85.049322,35.04923,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
358,-85.054522,35.18787,0.0901,0.3915,0.3005,0.2771,0.5786,0.7782,0.2677,0.298,0.0789,0.0,0.0,0.5617,0.5448,0.0,0.7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,2,2,0,3
359,-85.083734,35.305308,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
360,-85.135443,35.323035,0.4072,0.6376,0.0959,0.2293,0.9036,0.5914,0.2975,0.151,0.1537,0.3749,0.0,0.6585,0.9305,0.4847,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,2,1,0,0,1,0,2,3,1,0
361,-85.085056,35.399812,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
363,-85.243404,35.02969,0.6816,0.7681,0.4119,0.1929,0.1092,0.5516,0.1102,0.9002,0.8503,0.0,0.6784,0.0,0.8146,0.8841,0.7256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,2,3,1,0,0,2,0,3,3,0,2,0,3,3,2
364,-85.278908,35.005843,0.9505,0.9567,0.8069,0.9831,0.12,0.9589,0.3834,0.8618,0.8773,0.8334,0.8071,0.0,0.9906,0.9634,0.5111,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,3,3,3,3,0,3,1,3,3,3,3,0,3,3,2
365,-85.333506,35.050134,0.4051,0.4111,0.1161,0.1322,0.3621,0.0243,0.0717,0.12,0.2913,0.646,0.9535,0.3469,0.2387,0.038,0.9117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,3
366,-85.151888,35.289124,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
368,-85.127414,35.340827,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
369,-85.135441,35.340794,0.4072,0.6376,0.0959,0.2293,0.9036,0.5914,0.2975,0.151,0.1537,0.3749,0.0,0.6585,0.9305,0.4847,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,2,1,0,0,1,0,2,3,1,0
370,-84.987741,35.276757,0.2554,0.3212,0.3065,0.6244,0.6561,0.261,0.6173,0.6049,0.3028,0.3749,0.3277,0.7832,0.4289,0.1607,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,2,2,1,1,1,3,1,0,2
371,-84.970321,35.269765,0.0901,0.3915,0.3005,0.2771,0.5786,0.7782,0.2677,0.298,0.0789,0.0,0.0,0.5617,0.5448,0.0,0.7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,2,2,0,3
372,-85.1491,35.275183,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
373,-85.15965,35.288731,0.4072,0.0615,0.4186,0.381,0.766,0.3857,0.7654,0.5786,0.1038,0.4774,0.3479,0.8089,0.5786,0.6203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3,1,3,2,0,1,1,3,2,2,0
374,-85.176642,35.244281,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
375,-85.194616,35.232779,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
376,-85.199961,35.213443,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
